"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Carbonic anhydrase XIV","CA14","Q9ULX7","CHEMBL3510","Lyase","0.0","9 /  12     "
"Carbonic anhydrase XIII","CA13","Q8N1Q1","CHEMBL3912","Lyase","0.0","8 /  6     "
"Carbonic anhydrase VB","CA5B","Q9Y2D0","CHEMBL3969","Lyase","0.0","5 /  8     "
"Hormone sensitive lipase","LIPE","Q05469","CHEMBL3590","Enzyme","0.0","11 /  0     "
"Glutaminyl-peptide cyclotransferase","QPCT","Q16769","CHEMBL4508","Enzyme","0.0","4 /  0     "
"Regulator of G-protein signaling 4","RGS4","P49798","CHEMBL1795091","Unclassified protein","0.0","2 /  0     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.0","20 /  14     "
"Beta amyloid A4 protein","APP","P05067","CHEMBL2487","Membrane receptor","0.0","9 /  41     "
"Phosphodiesterase 4B","PDE4B","Q07343","CHEMBL275","Phosphodiesterase","0.0","11 /  0     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.0","4 /  3     "
"CDC7/DBF4 (Cell division cycle 7-related protein kinase/Activator of S phase kinase)","CDC7","O00311","CHEMBL5443","Kinase","0.0","13 /  0     "
"Arylamine N-acetyltransferase 1","NAT1","P18440","CHEMBL5101","Enzyme","0.0","3 /  0     "
"Cytochrome P450 2A6","CYP2A6","P11509","CHEMBL5282","Cytochrome P450","0.0","12 /  0     "
"Androgen Receptor","AR","P10275","CHEMBL1871","Nuclear receptor","0.0","32 /  3     "
"Carbonic anhydrase VII","CA7","P43166","CHEMBL2326","Lyase","0.0","12 /  12     "
"Matrix metalloproteinase 13","MMP13","P45452","CHEMBL280","Protease","0.0","8 /  0     "
"Matrix metalloproteinase 8","MMP8","P22894","CHEMBL4588","Protease","0.0","2 /  0     "
"Monoglyceride lipase","MGLL","Q99685","CHEMBL4191","Enzyme","0.0","22 /  0     "
"DNA-dependent protein kinase","PRKDC","P78527","CHEMBL3142","Kinase","0.0","6 /  0     "
"Transthyretin","TTR","P02766","CHEMBL3194","Secreted protein","0.0","1 /  3     "
"Exportin-1","XPO1","O14980","CHEMBL5661","Unclassified protein","0.0","2 /  0     "
"Neuronal acetylcholine receptor; alpha4/beta2","CHRNA4 CHRNB2","P43681 P17787","CHEMBL1907589","Ligand-gated ion channel","0.0","7 /  0     "
"Arachidonate 15-lipoxygenase","ALOX15","P16050","CHEMBL2903","Enzyme","0.0","4 /  0     "
"Acyl coenzyme A:cholesterol acyltransferase","CES1","P23141","CHEMBL2265","Enzyme","0.0","21 /  0     "
"Bromodomain-containing protein 9","BRD9","Q9H8M2","CHEMBL3108640","Reader","0.0","1 /  0     "
"Carboxylesterase 2","CES2","O00748","CHEMBL3180","Enzyme","0.0","15 /  0     "
"Monocarboxylate transporter 1   (by homology)","SLC16A1","P53985","CHEMBL4360","Electrochemical transporter","0.0","0 /  2     "
"Alcohol dehydrogenase alpha chain","ADH1A","P07327","CHEMBL1970","Oxidoreductase","0.0","15 /  0     "
"Vascular endothelial growth factor receptor 2","KDR","P35968","CHEMBL279","Kinase","0.0","22 /  0     "
"Tyrosine-protein kinase JAK1","JAK1","P23458","CHEMBL2835","Kinase","0.0","26 /  0     "
"Tyrosine-protein kinase JAK2","JAK2","O60674","CHEMBL2971","Kinase","0.0","33 /  0     "
"Protein kinase C alpha","PRKCA","P17252","CHEMBL299","Kinase","0.0","3 /  0     "
"Peregrin","BRPF1","P55201","CHEMBL3132741","Reader","0.0","1 /  0     "
"Alcohol dehydrogenase beta chain","ADH1B","P00325","CHEMBL3284","Oxidoreductase","0.0","6 /  0     "
"Alcohol dehydrogenase class IV","ADH7","P40394","CHEMBL3867","Enzyme","0.0","1 /  0     "
"Cyclin-dependent kinase 5/CDK5 activator 1","CDK5","Q00535","CHEMBL4036","Kinase","0.0","3 /  0     "
"NAD-dependent deacetylase sirtuin 2","SIRT2","Q8IXJ6","CHEMBL4462","Eraser","0.0","11 /  0     "
"Serine/threonine-protein kinase Aurora-A","AURKA","O14965","CHEMBL4722","Kinase","0.0","7 /  0     "
"Metabotropic glutamate receptor 5   (by homology)","GRM5","P41594","CHEMBL3227","Family C G protein-coupled receptor","0.0","70 /  0     "
"Vanilloid receptor","TRPV1","Q8NER1","CHEMBL4794","Voltage-gated ion channel","0.0","5 /  0     "
"Tyrosine-protein kinase TYK2","TYK2","P29597","CHEMBL3553","Kinase","0.0","12 /  0     "
"Nuclear factor erythroid 2-related factor 2","NFE2L2","Q16236","CHEMBL1075094","Unclassified protein","0.0","0 /  2     "
"Signal transducer and activator of transcription 3","STAT3","P40763","CHEMBL4026","Transcription factor","0.0","0 /  1     "
"Carbonic anhydrase VI","CA6","P23280","CHEMBL3025","Lyase","0.0","2 /  9     "
"Tyrosine-protein kinase JAK3","JAK3","P52333","CHEMBL2148","Kinase","0.0","18 /  0     "
"Nitric oxide synthase, inducible   (by homology)","NOS2","P35228","CHEMBL4481","Enzyme","0.0","13 /  0     "
"Heme oxygenase 1   (by homology)","HMOX1","P09601","CHEMBL2823","Enzyme","0.0","8 /  0     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.0","52 /  16     "
"Peroxisome proliferator-activated receptor alpha","PPARA","Q07869","CHEMBL239","Nuclear receptor","0.0","0 /  8     "
"Potassium channel subfamily K member 2   (by homology)","KCNK2","O95069","CHEMBL2321615","Voltage-gated ion channel","0.0","1 /  0     "
"Leukocyte common antigen","PTPRC","P08575","CHEMBL3243","Enzyme","0.0","12 /  0     "
"Cyclin-dependent kinase 2/cyclin E","CCNE2 CDK2 CCNE1","O96020 P24941 P24864","CHEMBL2094126","Other cytosolic protein","0.0","14 /  0     "
"Cyclin-dependent kinase 1/cyclin B","CCNB3 CDK1 CCNB1 CCNB2","Q8WWL7 P06493 P14635 O95067","CHEMBL2094127","Other cytosolic protein","0.0","27 /  0     "
"Cathepsin K","CTSK","P43235","CHEMBL268","Protease","0.0","36 /  0     "
"Cytochrome P450 17A1","CYP17A1","P05093","CHEMBL3522","Cytochrome P450","0.0","39 /  0     "
"Cathepsin L","CTSL","P07711","CHEMBL3837","Protease","0.0","20 /  0     "
"Cathepsin (B and K)","CTSB","P07858","CHEMBL4072","Protease","0.0","21 /  0     "
"Ubiquitin carboxyl-terminal hydrolase 10","USP10","Q14694","CHEMBL3407323","Enzyme","0.0","1 /  0     "
"Ubiquitin carboxyl-terminal hydrolase 13","USP13","Q92995","CHEMBL3407324","Enzyme","0.0","1 /  0     "
"Nicotinamide phosphoribosyltransferase","NAMPT","P43490","CHEMBL1744525","Enzyme","0.0","1 /  0     "
"Huntingtin","HTT","P42858","CHEMBL5514","Unclassified protein","0.0","3 /  0     "
"Phosphodiesterase 5A","PDE5A","O76074","CHEMBL1827","Phosphodiesterase","0.0","6 /  0     "
"Poly [ADP-ribose] polymerase-1","PARP1","P09874","CHEMBL3105","Enzyme","0.0","51 /  0     "
"Phosphodiesterase 9A","PDE9A","O76083","CHEMBL3535","Phosphodiesterase","0.0","1 /  0     "
"Tankyrase-2","TNKS2","Q9H2K2","CHEMBL6154","Enzyme","0.0","20 /  0     "
