"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Lysine-specific demethylase 6B","KDM6B","O15054","CHEMBL1938211","Eraser","0.0","1 /  0     "
"Bcl-2-related protein A1","BCL2A1","Q16548","CHEMBL6044","Unclassified protein","0.0","6 /  0     "
"Beta amyloid A4 protein","APP","P05067","CHEMBL2487","Membrane receptor","0.0","1 /  0     "
"Androgen Receptor   (by homology)","AR","P10275","CHEMBL1871","Nuclear receptor","0.0","3 /  0     "
"Type-1 angiotensin II receptor","AGTR1","P30556","CHEMBL227","Family A G protein-coupled receptor","0.0","1 /  0     "
"Serine/threonine-protein kinase Chk2","CHEK2","O96017","CHEMBL2527","Kinase","0.0","25 /  0     "
"Serine/threonine-protein kinase Chk1","CHEK1","O14757","CHEMBL4630","Kinase","0.0","19 /  0     "
"Glucagon receptor","GCGR","P47871","CHEMBL1985","Family B G protein-coupled receptor","0.0","17 /  0     "
"Adrenergic receptor beta","ADRB2","P07550","CHEMBL210","Family A G protein-coupled receptor","0.0","47 /  0     "
"Beta-1 adrenergic receptor","ADRB1","P08588","CHEMBL213","Family A G protein-coupled receptor","0.0","47 /  0     "
"Kappa Opioid receptor   (by homology)","OPRK1","P41145","CHEMBL237","Family A G protein-coupled receptor","0.0","3 /  0     "
"Pyruvate dehydrogenase kinase isoform 1","PDK1","Q15118","CHEMBL4766","Kinase","0.0","28 /  0     "
"Nuclear factor NF-kappa-B p65 subunit","RELA","Q04206","CHEMBL5533","Transcription factor","0.0","1 /  3     "
"HERG","KCNH2","Q12809","CHEMBL240","Voltage-gated ion channel","0.0","1 /  0     "
"C-C chemokine receptor type 1","CCR1","P32246","CHEMBL2413","Family A G protein-coupled receptor","0.0","1 /  0     "
"Serotonin 1b (5-HT1b) receptor","HTR1B","P28222","CHEMBL1898","Family A G protein-coupled receptor","0.0","1 /  0     "
"Serotonin 1d (5-HT1d) receptor","HTR1D","P28221","CHEMBL1983","Family A G protein-coupled receptor","0.0","1 /  0     "
"Serotonin 1a (5-HT1a) receptor","HTR1A","P08908","CHEMBL214","Family A G protein-coupled receptor","0.0","1 /  0     "
"Serotonin transporter   (by homology)","SLC6A4","P31645","CHEMBL228","Electrochemical transporter","0.0","1 /  0     "
"Dopamine D2 receptor   (by homology)","DRD2","P14416","CHEMBL217","Family A G protein-coupled receptor","0.0","26 /  0     "
"Urokinase-type plasminogen activator","PLAU","P00749","CHEMBL3286","Protease","0.0","4 /  0     "
"Mu opioid receptor   (by homology)","OPRM1","P35372","CHEMBL233","Family A G protein-coupled receptor","0.0","12 /  0     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.0","0 /  32     "
"Telomerase reverse transcriptase","TERT","O14746","CHEMBL2916","Enzyme","0.0","1 /  0     "
"Histone-arginine methyltransferase CARM1","CARM1","Q86X55","CHEMBL5406","Writer","0.0","2 /  0     "
"Heat shock cognate 71 kDa protein","HSPA8","P11142","CHEMBL1275223","Other cytosolic protein","0.0","0 /  2     "
"Heat shock 70 kDa protein 1","HSPA1A","P0DMV8","CHEMBL5460","Other cytosolic protein","0.0","0 /  3     "
"Integrin alpha-4/beta-1","ITGB1 ITGA4","P05556 P13612","CHEMBL1907599","Membrane receptor","0.0","1 /  0     "
"Phosphodiesterase 10A","PDE10A","Q9Y233","CHEMBL4409","Phosphodiesterase","0.0","2 /  0     "
"Egl nine homolog 1","EGLN1","Q9GZT9","CHEMBL5697","Oxidoreductase","0.0","3 /  0     "
"Nuclear factor NF-kappa-B p105 subunit","NFKB1","P19838","CHEMBL3251","Other cytosolic protein","0.0","0 /  1     "
"Serine/threonine-protein kinase WEE1","WEE1","P30291","CHEMBL5491","Kinase","0.0","4 /  0     "
"Serotonin 4 (5-HT4) receptor","HTR4","Q13639","CHEMBL1875","Family A G protein-coupled receptor","0.0","2 /  0     "
"Protein kinase C iota","PRKCI","P41743","CHEMBL2598","Kinase","0.0","1 /  0     "
"Monoamine oxidase B","MAOB","P27338","CHEMBL2039","Oxidoreductase","0.0","1 /  0     "
"Protein kinase C beta","PRKCB","P05771","CHEMBL3045","Kinase","0.0","9 /  0     "
"Inhibitor of nuclear factor kappa B kinase beta subunit","IKBKB","O14920","CHEMBL1991","Kinase","0.0","20 /  0     "
"Alpha-1d adrenergic receptor","ADRA1D","P25100","CHEMBL223","Family A G protein-coupled receptor","0.0","21 /  0     "
"Alpha-1b adrenergic receptor","ADRA1B","P35368","CHEMBL232","Family A G protein-coupled receptor","0.0","1 /  0     "
"P-glycoprotein 1","ABCB1","P08183","CHEMBL4302","Primary active transporter","0.0","5 /  26     "
"Heat shock protein 75 kDa, mitochondrial","TRAP1","Q12931","CHEMBL1075132","Other cytosolic protein","0.0","1 /  0     "
"TNF-alpha","TNF","P01375","CHEMBL1825","Secreted protein","0.0","1 /  0     "
"Plasminogen activator inhibitor-1","SERPINE1","P05121","CHEMBL3475","Secreted protein","0.0","3 /  0     "
"NAD-dependent deacetylase sirtuin 1","SIRT1","Q96EB6","CHEMBL4506","Eraser","0.0","5 /  0     "
"Cyclin-dependent kinase 5/CDK5 activator 1","CDK5R1 CDK5","Q15078 Q00535","CHEMBL1907600","Kinase","0.0","0 /  14     "
"Dual specificty protein kinase CLK1   (by homology)","CLK1","P49759","CHEMBL4224","Kinase","0.0","0 /  6     "
"Serine/threonine-protein kinase mTOR","MTOR","P42345","CHEMBL2842","Kinase","0.0","1 /  0     "
"PI3-kinase p110-alpha subunit","PIK3CA","P42336","CHEMBL4005","Enzyme","0.0","1 /  0     "
"Arachidonate 15-lipoxygenase","ALOX15","P16050","CHEMBL2903","Enzyme","0.0","5 /  0     "
"Nitric oxide synthase, inducible   (by homology)","NOS2","P35228","CHEMBL4481","Enzyme","0.0","4 /  0     "
"Carbonic anhydrase IV","CA4","P22748","CHEMBL3729","Lyase","0.0","2 /  0     "
"Plasminogen","PLG","P00747","CHEMBL1801","Protease","0.0","1 /  0     "
"Trypsin I","PRSS1","P07477","CHEMBL209","Protease","0.0","1 /  0     "
"CCR4-NOT transcription complex subunit 7","CNOT7","Q9UIV1","CHEMBL3616361","Hydrolase","0.0","1 /  0     "
"Phosphodiesterase 5A","PDE5A","O76074","CHEMBL1827","Phosphodiesterase","0.0","1 /  7     "
"Plasma kallikrein","KLKB1","P03952","CHEMBL2000","Protease","0.0","2 /  0     "
"C-C chemokine receptor type 4","CCR4","P51679","CHEMBL2414","Family A G protein-coupled receptor","0.0","5 /  0     "
"Tyrosyl-DNA phosphodiesterase 1","TDP1","Q9NUW8","CHEMBL1075138","Enzyme","0.0","1 /  0     "
"Protein kinase C gamma","PRKCG","P05129","CHEMBL2938","Kinase","0.0","2 /  0     "
"Serine/threonine-protein kinase AKT","AKT1","P31749","CHEMBL4282","Kinase","0.0","2 /  2     "
"Quinone reductase 2","NQO2","P16083","CHEMBL3959","Enzyme","0.0","1 /  0     "
"Tyrosine-protein kinase LCK","LCK","P06239","CHEMBL258","Kinase","0.0","1 /  0     "
"Matrix metalloproteinase 9","MMP9","P14780","CHEMBL321","Protease","0.0","1 /  0     "
"Matrix metalloproteinase 2","MMP2","P08253","CHEMBL333","Protease","0.0","1 /  0     "
"Histone deacetylase 1","HDAC1","Q13547","CHEMBL325","Eraser","0.0","1 /  0     "
"Dihydroorotate dehydrogenase","DHODH","Q02127","CHEMBL1966","Oxidoreductase","0.0","1 /  0     "
"Inhibitor of NF-kappa-B kinase (IKK)","CHUK","O15111","CHEMBL3476","Kinase","0.0","1 /  0     "
"Isocitrate dehydrogenase [NADP] cytoplasmic","IDH1","O75874","CHEMBL2007625","Enzyme","0.0","2 /  0     "
"Pyruvate dehydrogenase kinase isoform 2","PDK2","Q15119","CHEMBL3861","Kinase","0.0","1 /  0     "
"Pyruvate dehydrogenase kinase isoform 3","PDK3","Q15120","CHEMBL3893","Kinase","0.0","1 /  0     "
"Pyruvate dehydrogenase kinase isoform 4","PDK4","Q16654","CHEMBL4141","Kinase","0.0","1 /  0     "
"Fatty acid synthase","FASN","P49327","CHEMBL4158","Transferase","0.0","2 /  0     "
"L-lactate dehydrogenase B chain","LDHB","P07195","CHEMBL4940","Enzyme","0.0","1 /  0     "
"Prostaglandin E synthase","PTGES","O14684","CHEMBL5658","Enzyme","0.0","1 /  0     "
"Endoplasmin","HSP90B1","P14625","CHEMBL1075323","Other membrane protein","0.0","2 /  0     "
"Ryanodine receptor 1","RYR1","P21817","CHEMBL1846","Ligand-gated ion channel","0.0","1 /  0     "
"Low molecular weight phosphotyrosine protein phosphatase","ACP1","P24666","CHEMBL4903","Phosphatase","0.0","7 /  6     "
"Arachidonate 12-lipoxygenase","ALOX12","P18054","CHEMBL3687","Enzyme","0.0","2 /  0     "
"Coagulation factor VII","F7","P08709","CHEMBL3991","Protease","0.0","1 /  0     "
"Voltage-gated N-type calcium channel alpha-1B subunit","CACNA1B","Q00975","CHEMBL4478","Voltage-gated ion channel","0.0","1 /  0     "
"Catechol O-methyltransferase   (by homology)","COMT","P21964","CHEMBL2023","Transferase","0.0","1 /  0     "
