"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Integrin alpha-5/beta-1","ITGB1 ITGA5","P05556 P08648","CHEMBL2095226","Membrane receptor","0.0","20 /  0     "
"Prostate specific antigen","KLK3","P07288","CHEMBL2099","Protease","0.0","6 /  0     "
"Cathepsin D","CTSD","P07339","CHEMBL2581","Protease","0.0","4 /  0     "
"Tyrosine-protein kinase ABL","ABL1","P00519","CHEMBL1862","Kinase","0.0","2 /  0     "
"Equilibrative nucleoside transporter 1","SLC29A1","Q99808","CHEMBL1997","Electrochemical transporter","0.0","28 /  0     "
"Ephrin type-A receptor 2","EPHA2","P29317","CHEMBL2068","Kinase","0.0","1 /  0     "
"Tyrosine-protein kinase SRC","SRC","P12931","CHEMBL267","Kinase","0.0","3 /  0     "
"Vascular endothelial growth factor receptor 2","KDR","P35968","CHEMBL279","Kinase","0.0","4 /  0     "
"Mitogen-activated protein kinase kinase kinase 9","MAP3K9","P80192","CHEMBL2872","Kinase","0.0","1 /  0     "
"Fibroblast growth factor receptor 1","FGFR1","P11362","CHEMBL3650","Kinase","0.0","3 /  0     "
"Serine/threonine-protein kinase Aurora-A","AURKA","O14965","CHEMBL4722","Kinase","0.0","6 /  0     "
"Tyrosine-protein kinase BTK","BTK","Q06187","CHEMBL5251","Kinase","0.0","2 /  0     "
"Prostanoid FP receptor","PTGFR","P43088","CHEMBL1987","Family A G protein-coupled receptor","0.0","2 /  0     "
"Tyrosyl-tRNA synthetase","YARS","P54577","CHEMBL3179","Enzyme","0.0","5 /  0     "
"TNF-alpha","TNF","P01375","CHEMBL1825","Secreted protein","0.0","4 /  0     "
"Insulin receptor   (by homology)","INSR","P06213","CHEMBL1981","Kinase","0.0","5 /  0     "
"Bone morphogenetic protein 1","BMP1","P13497","CHEMBL3898","Protease","0.0","4 /  0     "
"ADAM17","ADAM17","P78536","CHEMBL3706","Protease","0.0","5 /  0     "
"Sphingosine 1-phosphate receptor Edg-1","S1PR1","P21453","CHEMBL4333","Family A G protein-coupled receptor","0.0","11 /  0     "
"Carbonic anhydrase II","CA2","P00918","CHEMBL205","Lyase","0.0","109 /  16     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.0","68 /  26     "
"Estrogen receptor alpha","ESR1","P03372","CHEMBL206","Nuclear receptor","0.0","0 /  2     "
"Norepinephrine transporter","SLC6A2","P23975","CHEMBL222","Electrochemical transporter","0.0","0 /  3     "
"Aldo-keto reductase family 1 member C4","AKR1C4","P17516","CHEMBL4999","Enzyme","0.0","0 /  1     "
"Aldo-keto reductase family 1 member C2","AKR1C2","P52895","CHEMBL5847","Enzyme","0.0","0 /  1     "
"Neurokinin 2 receptor","TACR2","P21452","CHEMBL2327","Family A G protein-coupled receptor","0.0","7 /  0     "
"Poly [ADP-ribose] polymerase-1","PARP1","P09874","CHEMBL3105","Enzyme","0.0","3 /  0     "
"Coagulation factor VII/tissue factor","F3","P13726","CHEMBL4081","Surface antigen","0.0","27 /  0     "
"Tankyrase-2","TNKS2","Q9H2K2","CHEMBL6154","Enzyme","0.0","1 /  0     "
"Tankyrase-1","TNKS","O95271","CHEMBL6164","Enzyme","0.0","1 /  0     "
"Type-1 angiotensin II receptor   (by homology)","AGTR1","P30556","CHEMBL227","Family A G protein-coupled receptor","0.0","5 /  0     "
"Melanin-concentrating hormone receptor 1","MCHR1","Q99705","CHEMBL344","Family A G protein-coupled receptor","0.0","12 /  0     "
"Histone deacetylase 6","HDAC6","Q9UBN7","CHEMBL1865","Eraser","0.0","5 /  0     "
"Dihydrofolate reductase","DHFR","P00374","CHEMBL202","Oxidoreductase","0.0","8 /  0     "
"Histone deacetylase 8","HDAC8","Q9BY41","CHEMBL3192","Eraser","0.0","4 /  0     "
"Histone deacetylase 1","HDAC1","Q13547","CHEMBL325","Eraser","0.0","13 /  0     "
"Serum albumin","ALB","P02768","CHEMBL3253","Secreted protein","0.0","2 /  0     "
"HERG","KCNH2","Q12809","CHEMBL240","Voltage-gated ion channel","0.0","7 /  0     "
"Histone deacetylase 3","HDAC3","O15379","CHEMBL1829","Eraser","0.0","2 /  0     "
"Tyrosyl-DNA phosphodiesterase 1","TDP1","Q9NUW8","CHEMBL1075138","Enzyme","0.0","2 /  2     "
"Coagulation factor VII/tissue factor","F3 F7","P13726 P08709","CHEMBL2095194","Protease","0.0","8 /  0     "
"Adenosine kinase","ADK","P55263","CHEMBL3589","Enzyme","0.0","8 /  0     "
"Transient receptor potential cation channel subfamily M member 2","TRPM2","O94759","CHEMBL1250402","Voltage-gated ion channel","0.0","1 /  0     "
"Trypsin I","PRSS1","P07477","CHEMBL209","Protease","0.0","12 /  0     "
"Methionine aminopeptidase 2","METAP2","P50579","CHEMBL3922","Protease","0.0","33 /  0     "
"CDK2/Cyclin A","CCNA2 CDK2","P20248 P24941","CHEMBL3038469","Kinase","0.0","2 /  0     "
"G-protein coupled receptor 55","GPR55","Q9Y2T6","CHEMBL1075322","Family A G protein-coupled receptor","0.0","2 /  0     "
"Gonadotropin-releasing hormone receptor","GNRHR","P30968","CHEMBL1855","Family A G protein-coupled receptor","0.0","8 /  0     "
"Integrin alpha-V/beta-6","ITGAV ITGB6","P06756 P18564","CHEMBL2111416","Membrane receptor","0.0","12 /  0     "
"Caspase-3","CASP3","P42574","CHEMBL2334","Protease","0.0","15 /  0     "
"Neprilysin","MME","P08473","CHEMBL1944","Protease","0.0","33 /  0     "
"Insulin-like growth factor binding protein 3","IGFBP3","P17936","CHEMBL3997","Secreted protein","0.0","8 /  0     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.0","79 /  27     "
"Integrin alpha-4/beta-1","ITGB1 ITGA4","P05556 P13612","CHEMBL1907599","Membrane receptor","0.0","35 /  0     "
"Endothelin-converting enzyme 1","ECE1","P42892","CHEMBL4791","Protease","0.0","15 /  0     "
"Neuropilin-1","NRP1","O14786","CHEMBL5174","Secreted protein","0.0","3 /  0     "
"Renin","REN","P00797","CHEMBL286","Protease","0.0","7 /  0     "
"Cholecystokinin B receptor","CCKBR","P32239","CHEMBL298","Family A G protein-coupled receptor","0.0","5 /  0     "
"Aminopeptidase A","ENPEP","Q07075","CHEMBL3439","Protease","0.0","2 /  0     "
