"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Toll-like receptor 4   (by homology)","TLR4","O00206","CHEMBL5255","Toll-like and Il-1 receptors","0.0","0 /  17     "
"Histone deacetylase 1","HDAC1","Q13547","CHEMBL325","Eraser","0.0","9 /  0     "
"Carbonic anhydrase VI","CA6","P23280","CHEMBL3025","Lyase","0.0","0 /  16     "
"Carbonic anhydrase XIII   (by homology)","CA13","Q8N1Q1","CHEMBL3912","Lyase","0.0","0 /  13     "
"Carbonic anhydrase VB","CA5B","Q9Y2D0","CHEMBL3969","Lyase","0.0","0 /  14     "
"Carbonic anhydrase VA","CA5A","P35218","CHEMBL4789","Lyase","0.0","0 /  19     "
"Matrix metalloproteinase 3","MMP3","P08254","CHEMBL283","Protease","0.0","0 /  3     "
"Thymidylate synthase","TYMS","P04818","CHEMBL1952","Transferase","0.0","1 /  0     "
"Hydroxycarboxylic acid receptor 2","HCAR2","Q8TDS4","CHEMBL3785","Family A G protein-coupled receptor","0.0","14 /  0     "
"Monoamine oxidase B","MAOB","P27338","CHEMBL2039","Oxidoreductase","0.0","0 /  3     "
"P-glycoprotein 1","ABCB1","P08183","CHEMBL4302","Primary active transporter","0.0","0 /  50     "
"Aminopeptidase N","ANPEP","P15144","CHEMBL1907","Protease","0.0","3 /  0     "
"Endoplasmic reticulum aminopeptidase 2","ERAP2","Q6P179","CHEMBL5043","Protease","0.0","3 /  0     "
"Endoplasmic reticulum aminopeptidase 1","ERAP1","Q9NZ08","CHEMBL5939","Protease","0.0","2 /  0     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.0","35 /  34     "
"Hepatocyte growth factor receptor","MET","P08581","CHEMBL3717","Kinase","0.0","0 /  20     "
"Integrin alpha-IIb/beta-3","ITGA2B ITGB3","P08514 P05106","CHEMBL2093869","Membrane receptor","0.0","14 /  0     "
"Dual-specificity tyrosine-phosphorylation regulated kinase 1A","DYRK1A","Q13627","CHEMBL2292","Kinase","0.0","0 /  8     "
"Dual-specificity tyrosine-phosphorylation regulated kinase 2","DYRK2","Q92630","CHEMBL4376","Kinase","0.0","0 /  4     "
"Dual specificity tyrosine-phosphorylation-regulated kinase 1B","DYRK1B","Q9Y463","CHEMBL5543","Kinase","0.0","0 /  7     "
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.0","41 /  29     "
"Carbonic anhydrase XIV","CA14","Q9ULX7","CHEMBL3510","Lyase","0.0","17 /  20     "
"Glucose-6-phosphate translocase","SLC37A4","O43826","CHEMBL3217398","Electrochemical transporter","0.0","0 /  2     "
"Beta-secretase 1","BACE1","P56817","CHEMBL4822","Protease","0.0","0 /  1     "
"Arginyl-tRNA synthetase","RARS","P54136","CHEMBL2824","Enzyme","0.0","1 /  0     "
"Pyrimidinergic receptor P2Y4","P2RY4","P51582","CHEMBL2123","Family A G protein-coupled receptor","0.0","8 /  0     "
"Purinergic receptor P2Y2","P2RY2","P41231","CHEMBL4398","Family A G protein-coupled receptor","0.0","8 /  0     "
"Pyrimidinergic receptor P2Y6","P2RY6","Q15077","CHEMBL4714","Family A G protein-coupled receptor","0.0","8 /  0     "
"6-O-methylguanine-DNA methyltransferase","MGMT","P16455","CHEMBL2864","Enzyme","0.0","2 /  0     "
"Inosine-5'-monophosphate dehydrogenase 2","IMPDH2","P12268","CHEMBL2002","Oxidoreductase","0.0","1 /  0     "
"Thrombin","F2","P00734","CHEMBL204","Protease","0.0","2 /  0     "
"Coagulation factor VII/tissue factor","F3 F7","P13726 P08709","CHEMBL2095194","Protease","0.0","4 /  0     "
"Thrombin and coagulation factor X","F10","P00742","CHEMBL244","Protease","0.0","6 /  0     "
"Chymase","CMA1","P23946","CHEMBL4068","Protease","0.0","1 /  0     "
"Integrin alpha-4/beta-1","ITGB1 ITGA4","P05556 P13612","CHEMBL1907599","Membrane receptor","0.0","4 /  0     "
"Tyrosinase","TYR","P14679","CHEMBL1973","Oxidoreductase","0.0","3 /  0     "
"Adenosine A3 receptor","ADORA3","P0DMS8","CHEMBL256","Family A G protein-coupled receptor","0.0","2 /  0     "
"G protein-coupled receptor 44","PTGDR2","Q9Y5Y4","CHEMBL5071","Family A G protein-coupled receptor","0.0","1 /  0     "
"Protein kinase C alpha","PRKCA","P17252","CHEMBL299","Kinase","0.0","1 /  42     "
"Galectin-3","LGALS3","P17931","CHEMBL4531","Other cytosolic protein","0.0","1 /  0     "
"Integrin alpha-V/beta-3","ITGAV ITGB3","P06756 P05106","CHEMBL1907598","Membrane receptor","0.0","2 /  0     "
"Integrin alpha-V/beta-5","ITGB5 ITGAV","P18084 P06756","CHEMBL2096675","Membrane receptor","0.0","2 /  0     "
"Integrin alpha-V/beta-6","ITGAV ITGB6","P06756 P18564","CHEMBL2111416","Membrane receptor","0.0","1 /  0     "
"NAALADase II","NAALAD2","Q9Y3Q0","CHEMBL2609","Protease","0.0","1 /  0     "
"Matrix metalloproteinase 8","MMP8","P22894","CHEMBL4588","Protease","0.0","2 /  0     "
"Matrix metalloproteinase 7","MMP7","P09237","CHEMBL4073","Protease","0.0","1 /  0     "
"Neprilysin","MME","P08473","CHEMBL1944","Protease","0.0","1 /  0     "
"Sialidase 2","NEU2","Q9Y3R4","CHEMBL3200","Enzyme","0.0","1 /  0     "
"Arachidonate 5-lipoxygenase","ALOX5","P09917","CHEMBL215","Oxidoreductase","0.0","0 /  9     "
"Sodium/glucose cotransporter 2","SLC5A2","P31639","CHEMBL3884","Electrochemical transporter","0.0","2 /  0     "
"GABA-B receptor   (by homology)","GABBR1","Q9UBS5","CHEMBL2064","Family C G protein-coupled receptor","0.0","1 /  0     "
"Coagulation factor VII","F7","P08709","CHEMBL3991","Protease","0.0","1 /  0     "
"Equilibrative nucleoside transporter 1","SLC29A1","Q99808","CHEMBL1997","Electrochemical transporter","0.0","2 /  0     "
"CD22","CD22","P20273","CHEMBL3218","Adhesion","0.0","2 /  0     "
"C3a anaphylatoxin chemotactic receptor","C3AR1","Q16581","CHEMBL4761","Family A G protein-coupled receptor","0.0","1 /  0     "
"Angiotensin-converting enzyme","ACE","P12821","CHEMBL1808","Protease","0.0","1 /  0     "
"Caspase-3","CASP3","P42574","CHEMBL2334","Protease","0.0","2 /  0     "
"Sodium/glucose cotransporter 1","SLC5A1","P13866","CHEMBL4979","Electrochemical transporter","0.0","1 /  0     "
"Interleukin-2","IL2","P60568","CHEMBL5880","Secreted protein","0.0","1 /  0     "
"Protein-tyrosine phosphatase 1B","PTPN1","P18031","CHEMBL335","Phosphatase","0.0","0 /  2     "
"Thymidine phosphorylase","TYMP","P19971","CHEMBL3106","Enzyme","0.0","1 /  0     "
"Adenosine A2b receptor","ADORA2B","P29275","CHEMBL255","Family A G protein-coupled receptor","0.0","0 /  1     "
"Dual specificty protein kinase CLK1","CLK1","P49759","CHEMBL4224","Kinase","0.0","0 /  3     "
"Phosphodiesterase 5A","PDE5A","O76074","CHEMBL1827","Phosphodiesterase","0.0","0 /  1     "
"Phosphodiesterase 4D","PDE4D","Q08499","CHEMBL288","Phosphodiesterase","0.0","0 /  2     "
"Phosphodiesterase 9A","PDE9A","O76083","CHEMBL3535","Phosphodiesterase","0.0","0 /  1     "
"Phosphodiesterase 1B","PDE1B","Q01064","CHEMBL4425","Phosphodiesterase","0.0","0 /  1     "
"Butyrylcholinesterase","BCHE","P06276","CHEMBL1914","Hydrolase","0.0","0 /  2     "
