"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Chymotrypsin C","CTRC","Q99895","CHEMBL2386","Protease","0.0","1 /  3     "
"Nicotinamide phosphoribosyltransferase","NAMPT","P43490","CHEMBL1744525","Enzyme","0.0","13 /  0     "
"Glutamate receptor ionotropic, AMPA 2","GRIA2","P42262","CHEMBL4016","Ligand-gated ion channel","0.0","9 /  0     "
"Purinergic receptor P2Y1","P2RY1","P47900","CHEMBL4315","Family A G protein-coupled receptor","0.0","9 /  0     "
"Apoptosis regulator Bcl-2","BCL2","P10415","CHEMBL4860","Other ion channel","0.0","8 /  0     "
"Nitric oxide synthase, inducible   (by homology)","NOS2","P35228","CHEMBL4481","Enzyme","0.0","5 /  18     "
"Histamine H3 receptor","HRH3","Q9Y5N1","CHEMBL264","Family A G protein-coupled receptor","0.0","29 /  0     "
"Histamine H4 receptor","HRH4","Q9H3N8","CHEMBL3759","Family A G protein-coupled receptor","0.0","21 /  0     "
"Cytochrome P450 11B1","CYP11B1","P15538","CHEMBL1908","Cytochrome P450","0.0","13 /  0     "
"Cytochrome P450 11B2","CYP11B2","P19099","CHEMBL2722","Cytochrome P450","0.0","14 /  0     "
"Calcium sensing receptor","CASR","P41180","CHEMBL1878","Family C G protein-coupled receptor","0.0","7 /  0     "
"ATP-binding cassette sub-family G member 2","ABCG2","Q9UNQ0","CHEMBL5393","Primary active transporter","0.0","2 /  0     "
"Glycogen synthase kinase-3 beta","GSK3B","P49841","CHEMBL262","Kinase","0.0","24 /  1     "
"Serine/threonine-protein kinase Aurora-B","AURKB","Q96GD4","CHEMBL2185","Kinase","0.0","20 /  0     "
"Tyrosine-protein kinase JAK2","JAK2","O60674","CHEMBL2971","Kinase","0.0","11 /  0     "
"Rho-associated protein kinase 2","ROCK2","O75116","CHEMBL2973","Kinase","0.0","42 /  0     "
"p53-binding protein Mdm-2","MDM2","Q00987","CHEMBL5023","Other nuclear protein","0.0","71 /  0     "
"Cannabinoid receptor 2","CNR2","P34972","CHEMBL253","Family A G protein-coupled receptor","0.0","25 /  6     "
"Orexin receptor 2","HCRTR2","O43614","CHEMBL4792","Family A G protein-coupled receptor","0.0","21 /  0     "
"Epoxide hydrolase 1","EPHX1","P07099","CHEMBL1968","Protease","0.0","21 /  0     "
"Glutaminyl-peptide cyclotransferase","QPCT","Q16769","CHEMBL4508","Enzyme","0.0","19 /  0     "
"Voltage-gated calcium channel alpha2/delta subunit 1","CACNA2D1","P54289","CHEMBL1919","Calcium channel auxiliary subunit alpha2delta family","0.0","19 /  0     "
"Serotonin 2a (5-HT2a) receptor   (by homology)","HTR2A","P28223","CHEMBL224","Family A G protein-coupled receptor","0.0","20 /  0     "
"Cyclin-dependent kinase 5/CDK5 activator 1","CDK5R1 CDK5","Q15078 Q00535","CHEMBL1907600","Kinase","0.0","4 /  0     "
"Carbonic anhydrase XII","CA12","O43570","CHEMBL3242","Lyase","0.0","53 /  0     "
"Tyrosine-protein kinase TIE-2","TEK","Q02763","CHEMBL4128","Kinase","0.0","13 /  0     "
"Calcitonin-gene-related peptide receptor, CALCRL/RAMP1","CALCRL RAMP1","Q16602 O60894","CHEMBL2107838","Other membrane protein","0.0","11 /  0     "
"LDL receptor","LDLR","P01130","CHEMBL3311","Membrane receptor","0.0","2 /  0     "
"5-lipoxygenase activating protein","ALOX5AP","P20292","CHEMBL4550","Other cytosolic protein","0.0","232 /  0     "
"15-hydroxyprostaglandin dehydrogenase [NAD+]","HPGD","P15428","CHEMBL1293255","Enzyme","0.0","14 /  0     "
"Cytosolic phospholipase A2","PLA2G4A","P47712","CHEMBL3816","Enzyme","0.0","2 /  0     "
"Monoglyceride lipase","MGLL","Q99685","CHEMBL4191","Enzyme","0.0","19 /  0     "
"Platelet-activating factor acetylhydrolase IB beta subunit","PAFAH1B2","P68402","CHEMBL4463","Enzyme","0.0","1 /  0     "
"Histamine H2 receptor","HRH2","P25021","CHEMBL1941","Family A G protein-coupled receptor","0.0","5 /  0     "
"Dopamine D4 receptor","DRD4","P21917","CHEMBL219","Family A G protein-coupled receptor","0.0","3 /  0     "
"Scavenger receptor class B member 1","SCARB1","Q8WTV0","CHEMBL1914272","Unclassified protein","0.0","8 /  0     "
"Glutamate receptor ionotropic, AMPA 1","GRIA1","P42261","CHEMBL2009","Ligand-gated ion channel","0.0","2 /  0     "
"Glutamate receptor ionotropic, AMPA 3","GRIA3","P42263","CHEMBL3595","Ligand-gated ion channel","0.0","2 /  0     "
"Platelet-derived growth factor receptor beta","PDGFRB","P09619","CHEMBL1913","Kinase","0.0","18 /  0     "
"Orexin receptor 1   (by homology)","HCRTR1","O43613","CHEMBL5113","Family A G protein-coupled receptor","0.0","16 /  0     "
"Tankyrase-1","TNKS","O95271","CHEMBL6164","Enzyme","0.0","14 /  0     "
"Bromodomain-containing protein 4","BRD4","O60885","CHEMBL1163125","Reader","0.0","7 /  0     "
"Bromodomain-containing protein 2","BRD2","P25440","CHEMBL1293289","Reader","0.0","5 /  0     "
"Bromodomain-containing protein 3","BRD3","Q15059","CHEMBL1795186","Reader","0.0","5 /  0     "
"Voltage-gated T-type calcium channel alpha-1H subunit","CACNA1H","O95180","CHEMBL1859","Voltage-gated ion channel","0.0","4 /  0     "
"Serotonin 2c (5-HT2c) receptor","HTR2C","P28335","CHEMBL225","Family A G protein-coupled receptor","0.0","11 /  0     "
"Acyl coenzyme A:cholesterol acyltransferase 1","SOAT1","P35610","CHEMBL2782","Enzyme","0.0","5 /  0     "
"Steryl-sulfatase","STS","P08842","CHEMBL3559","Enzyme","0.0","47 /  0     "
