"Target","Common name","Uniprot ID","ChEMBL ID","Target Class","Probability*","Known actives (3D/2D)"
"Carbonic anhydrase I","CA1","P00915","CHEMBL261","Lyase","0.33673963307","4 /  6     "
"Carbonic anhydrase IX","CA9","Q16790","CHEMBL3594","Lyase","0.33673963307","3 /  6     "
"Cyclin-dependent kinase 2","CDK2","P24941","CHEMBL301","Kinase","0.328395695981","1 /  14     "
"Telomerase reverse transcriptase","TERT","O14746","CHEMBL2916","Enzyme","0.320218721084","9 /  22     "
"Cyclin-dependent kinase 1","CDK1","P06493","CHEMBL308","Kinase","0.303816094671","3 /  10     "
"Tyrosinase","TYR","P14679","CHEMBL1973","Oxidoreductase","0.287307298113","2 /  2     "
"Aryl hydrocarbon receptor","AHR","P35869","CHEMBL3201","Transcription factor","0.287307298113","1 /  1     "
"Estrogen-related receptor alpha","ESRRA","P11474","CHEMBL3429","Nuclear receptor","0.287307298113","2 /  2     "
"G-protein coupled receptor 35","GPR35","Q9HC97","CHEMBL1293267","Family A G protein-coupled receptor","0.279037062104","2 /  4     "
"Vasopressin V2 receptor","AVPR2","P30518","CHEMBL1790","Family A G protein-coupled receptor","0.279037062104","1 /  1     "
"Insulin-like growth factor I receptor","IGF1R","P08069","CHEMBL1957","Kinase","0.279037062104","3 /  3     "
"Epidermal growth factor receptor erbB1","EGFR","P00533","CHEMBL203","Kinase","0.279037062104","6 /  30     "
"Thrombin","F2","P00734","CHEMBL204","Protease","0.279037062104","11 /  3     "
"Serine/threonine-protein kinase PIM1","PIM1","P11309","CHEMBL2147","Kinase","0.279037062104","8 /  7     "
"Serine/threonine-protein kinase Aurora-B","AURKB","Q96GD4","CHEMBL2185","Kinase","0.279037062104","3 /  4     "
"Dopamine D4 receptor","DRD4","P21917","CHEMBL219","Family A G protein-coupled receptor","0.279037062104","1 /  1     "
"Myeloperoxidase","MPO","P05164","CHEMBL2439","Enzyme","0.279037062104","1 /  1     "
"PI3-kinase p85-alpha subunit","PIK3R1","P27986","CHEMBL2506","Enzyme","0.279037062104","1 /  1     "
"Death-associated protein kinase 1","DAPK1","P53355","CHEMBL2558","Kinase","0.279037062104","2 /  2     "
"Liver glycogen phosphorylase","PYGL","P06737","CHEMBL2568","Enzyme","0.279037062104","1 /  1     "
"Tyrosine-protein kinase SRC","SRC","P12931","CHEMBL267","Kinase","0.279037062104","3 /  10     "
"Focal adhesion kinase 1","PTK2","Q05397","CHEMBL2695","Kinase","0.279037062104","1 /  2     "
"Vascular endothelial growth factor receptor 2","KDR","P35968","CHEMBL279","Kinase","0.279037062104","2 /  3     "
"Matrix metalloproteinase 13","MMP13","P45452","CHEMBL280","Protease","0.279037062104","1 /  1     "
"Matrix metalloproteinase 3","MMP3","P08254","CHEMBL283","Protease","0.279037062104","1 /  1     "
"Carbonic anhydrase III","CA3","P07451","CHEMBL2885","Lyase","0.279037062104","1 /  1     "
"Serine/threonine-protein kinase PLK1","PLK1","P53350","CHEMBL3024","Kinase","0.279037062104","2 /  3     "
"Carbonic anhydrase VI","CA6","P23280","CHEMBL3025","Lyase","0.279037062104","1 /  1     "
"Protein kinase N1","PKN1","Q16512","CHEMBL3384","Kinase","0.279037062104","1 /  3     "
"Carbonic anhydrase XIV","CA14","Q9ULX7","CHEMBL3510","Lyase","0.279037062104","1 /  1     "
"Hepatocyte growth factor receptor","MET","P08581","CHEMBL3717","Kinase","0.279037062104","3 /  4     "
"Serine/threonine-protein kinase NEK2","NEK2","P51955","CHEMBL3835","Kinase","0.279037062104","1 /  2     "
"Interleukin-8 receptor A","CXCR1","P25024","CHEMBL4029","Family A G protein-coupled receptor","0.279037062104","1 /  1     "
"CaM kinase II beta","CAMK2B","Q13554","CHEMBL4121","Kinase","0.279037062104","1 /  2     "
"ALK tyrosine kinase receptor","ALK","Q9UM73","CHEMBL4247","Kinase","0.279037062104","2 /  4     "
"Serine/threonine-protein kinase AKT","AKT1","P31749","CHEMBL4282","Kinase","0.279037062104","1 /  4     "
"Serine/threonine-protein kinase NEK6","NEK6","Q9HC98","CHEMBL4309","Kinase","0.279037062104","1 /  2     "
"Phospholipase A2 group 1B","PLA2G1B","P04054","CHEMBL4426","Enzyme","0.279037062104","1 /  1     "
"Carbonic anhydrase VA","CA5A","P35218","CHEMBL4789","Lyase","0.279037062104","1 /  1     "
"Beta-secretase 1","BACE1","P56817","CHEMBL4822","Protease","0.279037062104","5 /  14     "
"Tyrosine-protein kinase receptor UFO","AXL","P30530","CHEMBL4895","Kinase","0.279037062104","2 /  4     "
"NUAK family SNF1-like kinase 1","NUAK1","O60285","CHEMBL5784","Kinase","0.279037062104","1 /  2     "
"Aldo-keto reductase family 1 member C2   (by homology)","AKR1C2","P52895","CHEMBL5847","Enzyme","0.279037062104","1 /  1     "
"Aldo-keto reductase family 1 member C1   (by homology)","AKR1C1","Q04828","CHEMBL5905","Enzyme","0.279037062104","1 /  1     "
"Aldo-keto-reductase family 1 member C3   (by homology)","AKR1C3","P42330","CHEMBL4681","Enzyme","0.279037062104","1 /  1     "
"Aldo-keto reductase family 1 member C4   (by homology)","AKR1C4","P17516","CHEMBL4999","Enzyme","0.279037062104","1 /  1     "
"Carbonic anhydrase XIII   (by homology)","CA13","Q8N1Q1","CHEMBL3912","Lyase","0.279037062104","1 /  1     "
"Aldehyde reductase   (by homology)","AKR1A1","P14550","CHEMBL2246","Enzyme","0.279037062104","1 /  1     "
"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 3","PFKFB3","Q16875","CHEMBL2331053","Enzyme","0.147256737367","2 /  2     "
"Plasminogen","PLG","P00747","CHEMBL1801","Protease","0.147256737367","6 /  3     "
"Lysine-specific demethylase 4D-like","KDM4E","B2RXH2","CHEMBL1293226","Eraser","0.147256737367","2 /  2     "
"Androgen Receptor","AR","P10275","CHEMBL1871","Nuclear receptor","0.139061946948","0 /  16     "
